"genus","family","order","class","phylum"
"Changnienia","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Calypso","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Earina","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Agrostophyllum","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Wullschlaegelia","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Calanthe","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Phaius","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Cephalantheropsis","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Tainia","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Nephelaphyllum","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Chrysoglossum","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Diglyphosa","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Risleya","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Collabium","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Hancockia","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Spathoglottis","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Ancistrochilus","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Eriodes","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Callostylis","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Campanulorchis","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Oxystophyllum","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Ceratostylis","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Eria","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Pinalia","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Mycaranthes","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Trichotosia","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Appendicula","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Podochilus","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Conchidium","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Porpax","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Stolzia","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Ridleyella","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Phreatia","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Bulbophyllum","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Trias","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Monomeria","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Oberonia","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Liparis","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Ypsilorchis","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Stichorkis","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Platanthera","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Malaxis","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Tamayorkis","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Oberonioides","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Crepidium","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Coelogyne","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Otochilus","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Pholidota","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Dickasonia","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Bulleyia","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Panisea","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Dendrochilum","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Entomophobia","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Pleione","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Glomera","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Thunia","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Bletilla","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Arethusa","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Anthogonium","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Arundina","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Thaia","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Corymborkis","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Kalimantanorchis","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Tropidia","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Sobralia","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Elleanthus","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Nervilia","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Epipactis","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Aphyllorchis","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Cephalanthera","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Neottia","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Herminium","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Peristylus","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Galearis","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Gymnadenia","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Dactylorhiza","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Ophrys","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Steveniella","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Serapias","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Anacamptis","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Himantoglossum","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Orchis","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Ponerorchis","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Amitostigma","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Tsaiorchis","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Neottianthe","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Hemipilia","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Neotinea","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Brachycorythis","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Stenoglottis","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Habenaria","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Pecteilis","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Androcorys","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Porolabium","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Bonatea","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Gennaria","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Tylostigma","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Physoceras","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Satyrium","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Disa","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Pachites","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Corycium","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Pterygodium","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Ceratandra","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Evotella","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Disperis","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Brownleea","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Codonorchis","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Ponthieva","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Baskervilla","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Cranichis","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Pterichis","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Aa","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Myrosmodes","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Porphyrostachys","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Gomphichis","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Altensteinia","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Stenoptera","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Prescottia","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Galeoglossum","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Spiranthes","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Dichromanthus","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Mesadenus","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Schiedeella","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Aulosepalum","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Kionophyton","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Beloglottis","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Sotoa","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Svenkoeltzia","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Funkiella","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Sarcoglottis","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Cyclopogon","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Pelexia","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Odontorrhynchus","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Sauroglossum","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Coccineorchis","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Eurystyles","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Lyroglossa","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Skeptrostachys","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Pteroglossa","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Sacoila","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Mesadenella","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Eltroplectris","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Nothostele","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Stenorrhynchos","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Discyphus","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Manniella","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Galeottiella","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Goodyera","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Kreodanthus","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Microchilus","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Platythelys","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Pachyplectron","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Erythrodes","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Hylophila","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Lepidogyne","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Platylepis","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Anoectochilus","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Kuhlhasseltia","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Chamaegastrodia","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Odontochilus","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Dossinia","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Zeuxine","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Rhomboda","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Ludisia","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Cystorchis","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Vrydagzynea","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Hetaeria","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Cheirostylis","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Gonatostylis","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Chloraea","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Gavilea","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Bipinnula","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Geoblasta","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Pterostylis","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Megastylis","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Caladenia","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Ericksonella","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Cyanicula","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Pheladenia","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Elythranthera","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Leptoceras","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Eriochilus","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Adenochilus","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Corybas","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Leporella","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Pyrorchis","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Rimacola","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Chiloglottis","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Thelymitra","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Diuris","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Orthoceras","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Vanilla","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Erythrorchis","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Pogonia","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Duckeella","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Paphiopedilum","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Phragmipedium","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Mexipedium","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Cypripedium","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Selenipedium","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Apostasia","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Neuwiedia","Orchidaceae","Asparagales","Liliopsida","Tracheophyta"
"Polygonatum","Asparagaceae","Asparagales","Liliopsida","Tracheophyta"
"Disporopsis","Asparagaceae","Asparagales","Liliopsida","Tracheophyta"
"Heteropolygonatum","Asparagaceae","Asparagales","Liliopsida","Tracheophyta"
"Maianthemum","Asparagaceae","Asparagales","Liliopsida","Tracheophyta"
"Ophiopogon","Asparagaceae","Asparagales","Liliopsida","Tracheophyta"
"Liriope","Asparagaceae","Asparagales","Liliopsida","Tracheophyta"
"Peliosanthes","Asparagaceae","Asparagales","Liliopsida","Tracheophyta"
"Tupistra","Asparagaceae","Asparagales","Liliopsida","Tracheophyta"
"Aspidistra","Asparagaceae","Asparagales","Liliopsida","Tracheophyta"
"Rohdea","Asparagaceae","Asparagales","Liliopsida","Tracheophyta"
"Reineckea","Asparagaceae","Asparagales","Liliopsida","Tracheophyta"
"Convallaria","Asparagaceae","Asparagales","Liliopsida","Tracheophyta"
"Speirantha","Asparagaceae","Asparagales","Liliopsida","Tracheophyta"
"Calibanus","Asparagaceae","Asparagales","Liliopsida","Tracheophyta"
"Beaucarnea","Asparagaceae","Asparagales","Liliopsida","Tracheophyta"
"Nolina","Asparagaceae","Asparagales","Liliopsida","Tracheophyta"
"Dasylirion","Asparagaceae","Asparagales","Liliopsida","Tracheophyta"
"Comospermum","Asparagaceae","Asparagales","Liliopsida","Tracheophyta"
"Sansevieria","Asparagaceae","Asparagales","Liliopsida","Tracheophyta"
"Dracaena","Asparagaceae","Asparagales","Liliopsida","Tracheophyta"
"Ruscus","Asparagaceae","Asparagales","Liliopsida","Tracheophyta"
"Semele","Asparagaceae","Asparagales","Liliopsida","Tracheophyta"
"Danae","Asparagaceae","Asparagales","Liliopsida","Tracheophyta"
"Theropogon","Asparagaceae","Asparagales","Liliopsida","Tracheophyta"
"Eriospermum","Asparagaceae","Asparagales","Liliopsida","Tracheophyta"
"Asparagus","Asparagaceae","Asparagales","Liliopsida","Tracheophyta"
"Hemiphylacus","Asparagaceae","Asparagales","Liliopsida","Tracheophyta"
"Cordyline","Asparagaceae","Asparagales","Liliopsida","Tracheophyta"
"Thysanotus","Asparagaceae","Asparagales","Liliopsida","Tracheophyta"
"Eustrephus","Asparagaceae","Asparagales","Liliopsida","Tracheophyta"
"Arthropodium","Asparagaceae","Asparagales","Liliopsida","Tracheophyta"
"Trichopetalum","Asparagaceae","Asparagales","Liliopsida","Tracheophyta"
"Lomandra","Asparagaceae","Asparagales","Liliopsida","Tracheophyta"
"Laxmannia","Asparagaceae","Asparagales","Liliopsida","Tracheophyta"
"Sowerbaea","Asparagaceae","Asparagales","Liliopsida","Tracheophyta"
"Agave","Asparagaceae","Asparagales","Liliopsida","Tracheophyta"
"Furcraea","Asparagaceae","Asparagales","Liliopsida","Tracheophyta"
"Manfreda","Asparagaceae","Asparagales","Liliopsida","Tracheophyta"
"Polianthes","Asparagaceae","Asparagales","Liliopsida","Tracheophyta"
"Yucca","Asparagaceae","Asparagales","Liliopsida","Tracheophyta"
"Camassia","Asparagaceae","Asparagales","Liliopsida","Tracheophyta"
"Hastingsia","Asparagaceae","Asparagales","Liliopsida","Tracheophyta"
"Hesperaloe","Asparagaceae","Asparagales","Liliopsida","Tracheophyta"
"Chlorogalum","Asparagaceae","Asparagales","Liliopsida","Tracheophyta"
"Hesperocallis","Asparagaceae","Asparagales","Liliopsida","Tracheophyta"
"Hosta","Asparagaceae","Asparagales","Liliopsida","Tracheophyta"
"Chlorophytum","Asparagaceae","Asparagales","Liliopsida","Tracheophyta"
"Hagenbachia","Asparagaceae","Asparagales","Liliopsida","Tracheophyta"
"Diamena","Asparagaceae","Asparagales","Liliopsida","Tracheophyta"
"Leucocrinum","Asparagaceae","Asparagales","Liliopsida","Tracheophyta"
"Anthericum","Asparagaceae","Asparagales","Liliopsida","Tracheophyta"
"Paradisea","Asparagaceae","Asparagales","Liliopsida","Tracheophyta"
"Herreriopsis","Asparagaceae","Asparagales","Liliopsida","Tracheophyta"
"Herreria","Asparagaceae","Asparagales","Liliopsida","Tracheophyta"
"Behnia","Asparagaceae","Asparagales","Liliopsida","Tracheophyta"
"Anemarrhena","Asparagaceae","Asparagales","Liliopsida","Tracheophyta"
"Triteleia","Asparagaceae","Asparagales","Liliopsida","Tracheophyta"
"Bloomeria","Asparagaceae","Asparagales","Liliopsida","Tracheophyta"
"Androstephium","Asparagaceae","Asparagales","Liliopsida","Tracheophyta"
"Muilla","Asparagaceae","Asparagales","Liliopsida","Tracheophyta"
"Milla","Asparagaceae","Asparagales","Liliopsida","Tracheophyta"
"Bessera","Asparagaceae","Asparagales","Liliopsida","Tracheophyta"
"Dandya","Asparagaceae","Asparagales","Liliopsida","Tracheophyta"
"Dichelostemma","Asparagaceae","Asparagales","Liliopsida","Tracheophyta"
"Brodiaea","Asparagaceae","Asparagales","Liliopsida","Tracheophyta"
"Aphyllanthes","Asparagaceae","Asparagales","Liliopsida","Tracheophyta"
"Ornithogalum","Hyacinthaceae","Asparagales","Liliopsida","Tracheophyta"
"Dipcadi","Hyacinthaceae","Asparagales","Liliopsida","Tracheophyta"
"Pseudogaltonia","Hyacinthaceae","Asparagales","Liliopsida","Tracheophyta"
"Albuca","Hyacinthaceae","Asparagales","Liliopsida","Tracheophyta"
"Bellevalia","Hyacinthaceae","Asparagales","Liliopsida","Tracheophyta"
"Muscari","Hyacinthaceae","Asparagales","Liliopsida","Tracheophyta"
"Pseudomuscari","Hyacinthaceae","Asparagales","Liliopsida","Tracheophyta"
"Leopoldia","Hyacinthaceae","Asparagales","Liliopsida","Tracheophyta"
"Scilla","Hyacinthaceae","Asparagales","Liliopsida","Tracheophyta"
"Hyacinthella","Hyacinthaceae","Asparagales","Liliopsida","Tracheophyta"
"Hyacinthus","Hyacinthaceae","Asparagales","Liliopsida","Tracheophyta"
"Alrawia","Hyacinthaceae","Asparagales","Liliopsida","Tracheophyta"
"Fessia","Hyacinthaceae","Asparagales","Liliopsida","Tracheophyta"
"Puschkinia","Hyacinthaceae","Asparagales","Liliopsida","Tracheophyta"
"Hyacinthoides","Hyacinthaceae","Asparagales","Liliopsida","Tracheophyta"
"Brimeura","Hyacinthaceae","Asparagales","Liliopsida","Tracheophyta"
"Barnardia","Hyacinthaceae","Asparagales","Liliopsida","Tracheophyta"
"Pseudoprospero","Hyacinthaceae","Asparagales","Liliopsida","Tracheophyta"
"Lachenalia","Hyacinthaceae","Asparagales","Liliopsida","Tracheophyta"
"Massonia","Hyacinthaceae","Asparagales","Liliopsida","Tracheophyta"
"Veltheimia","Hyacinthaceae","Asparagales","Liliopsida","Tracheophyta"
"Eucomis","Hyacinthaceae","Asparagales","Liliopsida","Tracheophyta"
"Ledebouria","Hyacinthaceae","Asparagales","Liliopsida","Tracheophyta"
"Drimiopsis","Hyacinthaceae","Asparagales","Liliopsida","Tracheophyta"
"Resnova","Hyacinthaceae","Asparagales","Liliopsida","Tracheophyta"
"Merwilla","Hyacinthaceae","Asparagales","Liliopsida","Tracheophyta"
"Daubenya","Hyacinthaceae","Asparagales","Liliopsida","Tracheophyta"
"Spetaea","Hyacinthaceae","Asparagales","Liliopsida","Tracheophyta"
"Namophila","Hyacinthaceae","Asparagales","Liliopsida","Tracheophyta"
"Drimia","Hyacinthaceae","Asparagales","Liliopsida","Tracheophyta"
"Schizobasis","Hyacinthaceae","Asparagales","Liliopsida","Tracheophyta"
"Fusifilum","Hyacinthaceae","Asparagales","Liliopsida","Tracheophyta"
"Bowiea","Hyacinthaceae","Asparagales","Liliopsida","Tracheophyta"
"Oziroe","Hyacinthaceae","Asparagales","Liliopsida","Tracheophyta"
"Allium","Amaryllidaceae","Asparagales","Liliopsida","Tracheophyta"
"Nothoscordum","Amaryllidaceae","Asparagales","Liliopsida","Tracheophyta"
"Tristagma","Amaryllidaceae","Asparagales","Liliopsida","Tracheophyta"
"Leucocoryne","Amaryllidaceae","Asparagales","Liliopsida","Tracheophyta"
"Miersia","Amaryllidaceae","Asparagales","Liliopsida","Tracheophyta"
"Gilliesia","Amaryllidaceae","Asparagales","Liliopsida","Tracheophyta"
"Tulbaghia","Amaryllidaceae","Asparagales","Liliopsida","Tracheophyta"
"Narcissus","Amaryllidaceae","Asparagales","Liliopsida","Tracheophyta"
"Sternbergia","Amaryllidaceae","Asparagales","Liliopsida","Tracheophyta"
"Pancratium","Amaryllidaceae","Asparagales","Liliopsida","Tracheophyta"
"Galanthus","Amaryllidaceae","Asparagales","Liliopsida","Tracheophyta"
"Leucojum","Amaryllidaceae","Asparagales","Liliopsida","Tracheophyta"
"Acis","Amaryllidaceae","Asparagales","Liliopsida","Tracheophyta"
"Hannonia","Amaryllidaceae","Asparagales","Liliopsida","Tracheophyta"
"Lapiedra","Amaryllidaceae","Asparagales","Liliopsida","Tracheophyta"
"Vagaria","Amaryllidaceae","Asparagales","Liliopsida","Tracheophyta"
"Lycoris","Amaryllidaceae","Asparagales","Liliopsida","Tracheophyta"
"Ungernia","Amaryllidaceae","Asparagales","Liliopsida","Tracheophyta"
"Rauhia","Amaryllidaceae","Asparagales","Liliopsida","Tracheophyta"
"Clinanthus","Amaryllidaceae","Asparagales","Liliopsida","Tracheophyta"
"Paramongaia","Amaryllidaceae","Asparagales","Liliopsida","Tracheophyta"
"Hymenocallis","Amaryllidaceae","Asparagales","Liliopsida","Tracheophyta"
"Ismene","Amaryllidaceae","Asparagales","Liliopsida","Tracheophyta"
"Eucrosia","Amaryllidaceae","Asparagales","Liliopsida","Tracheophyta"
"Phaedranassa","Amaryllidaceae","Asparagales","Liliopsida","Tracheophyta"
"Stenomesson","Amaryllidaceae","Asparagales","Liliopsida","Tracheophyta"
"Eucharis","Amaryllidaceae","Asparagales","Liliopsida","Tracheophyta"
"Hieronymiella","Amaryllidaceae","Asparagales","Liliopsida","Tracheophyta"
"Eustephia","Amaryllidaceae","Asparagales","Liliopsida","Tracheophyta"
"Chlidanthus","Amaryllidaceae","Asparagales","Liliopsida","Tracheophyta"
"Zephyranthes","Amaryllidaceae","Asparagales","Liliopsida","Tracheophyta"
"Habranthus","Amaryllidaceae","Asparagales","Liliopsida","Tracheophyta"
"Sprekelia","Amaryllidaceae","Asparagales","Liliopsida","Tracheophyta"
"Eithea","Amaryllidaceae","Asparagales","Liliopsida","Tracheophyta"
"Rhodophiala","Amaryllidaceae","Asparagales","Liliopsida","Tracheophyta"
"Hippeastrum","Amaryllidaceae","Asparagales","Liliopsida","Tracheophyta"
"Amaryllis","Amaryllidaceae","Asparagales","Liliopsida","Tracheophyta"
"Haemanthus","Amaryllidaceae","Asparagales","Liliopsida","Tracheophyta"
"Scadoxus","Amaryllidaceae","Asparagales","Liliopsida","Tracheophyta"
"Gethyllis","Amaryllidaceae","Asparagales","Liliopsida","Tracheophyta"
"Apodolirion","Amaryllidaceae","Asparagales","Liliopsida","Tracheophyta"
"Clivia","Amaryllidaceae","Asparagales","Liliopsida","Tracheophyta"
"Cryptostephanus","Amaryllidaceae","Asparagales","Liliopsida","Tracheophyta"
"Calostemma","Amaryllidaceae","Asparagales","Liliopsida","Tracheophyta"
"Proiphys","Amaryllidaceae","Asparagales","Liliopsida","Tracheophyta"
"Cyrtanthus","Amaryllidaceae","Asparagales","Liliopsida","Tracheophyta"
"Nerine","Amaryllidaceae","Asparagales","Liliopsida","Tracheophyta"
"Hessea","Amaryllidaceae","Asparagales","Liliopsida","Tracheophyta"
"Strumaria","Amaryllidaceae","Asparagales","Liliopsida","Tracheophyta"
"Brunsvigia","Amaryllidaceae","Asparagales","Liliopsida","Tracheophyta"
"Loxanthes","Amaryllidaceae","Asparagales","Liliopsida","Tracheophyta"
"Boophone","Amaryllidaceae","Asparagales","Liliopsida","Tracheophyta"
"Crossyne","Amaryllidaceae","Asparagales","Liliopsida","Tracheophyta"
"Crinum","Amaryllidaceae","Asparagales","Liliopsida","Tracheophyta"
"Ammocharis","Amaryllidaceae","Asparagales","Liliopsida","Tracheophyta"
"Agapanthus","Amaryllidaceae","Asparagales","Liliopsida","Tracheophyta"
"Aloe","Asphodelaceae","Asparagales","Liliopsida","Tracheophyta"
"Gasteria","Asphodelaceae","Asparagales","Liliopsida","Tracheophyta"
"Haworthia","Asphodelaceae","Asparagales","Liliopsida","Tracheophyta"
"Astroloba","Asphodelaceae","Asparagales","Liliopsida","Tracheophyta"
"Bulbine","Asphodelaceae","Asparagales","Liliopsida","Tracheophyta"
"Kniphofia","Asphodelaceae","Asparagales","Liliopsida","Tracheophyta"
"Bulbinella","Asphodelaceae","Asparagales","Liliopsida","Tracheophyta"
